비속어,카테고리,text
비욕설,일반_긍정,마음
비욕설,일반_긍정,안해 민주당
비욕설,혐오,김치 너비 남자 결혼 와꾸
비욕설,혐오,입금 무조건 사기 호구 진짜
비욕설,일반_긍정,파이란 여신 미모 장백지 항상 응원
비욕설,일반_긍정,
비욕설,일반_긍정,디지털 홍길동 응원
비욕설,혐오,그냥 정도
비욕설,일반_긍정,송혜교 화이팅 인생 내막
비욕설,일반_긍정,주말 드라마 거의 처음 분량 하루 저녁 약속 초반
비욕설,섹슈얼,노콘 걱정 존나
비욕설,혐오,일베 그냥 아가리 행동 일절 노노
비욕설,일반_긍정,일화 누님 얼마나
비욕설,혐오,임마
비욕설,일반_긍정,그냥 홍진영 리더십 상남자 스탈 김종국 애교 여자
비욕설,일반_긍정,이형 노래 인기 최고 거의 작곡
비욕설,혐오,돼지
비욕설,일반_긍정,하차 소속사 구안 스케줄 소속사 가짜
비욕설,혐오,뻘겋 뻘건살 극혐
욕설,혐오,아버지 눈치 시발 분노조절 장애 홧김 모니터 부숴 만원 린데 아버지 문제 시발 나이
욕설,혐오,부들부들 평가 전부 회사 현실 존나 장사 업무 회사 평가 정상 새끼
비욕설,일반_긍정,장애인 가지 자기 목표 정진 기도 고인 명복
비욕설,일반_긍정,사람
비욕설,섹슈얼,여자 나이
비욕설,혐오,정신 고딩 웃기 성인 피임 도안 남자 결혼
비욕설,일반_긍정,갑자기 폐암 스토리 맥략
비욕설,섹슈얼,섹파 로만 친구 생각
비욕설,섹슈얼,응애 마을 야동 붕갈입니
비욕설,혐오,도리 새끼 개극혐
비욕설,혐오,탐관 오리 죽음 재앙 정부 저격 강원도 산불 시장 시간 평일 제주도 여행 자리
비욕설,섹슈얼,상사
비욕설,일반_긍정,왕진 진부 낸시랭 결혼 진진 낸시랭 알콩달콩 사랑 오래오래 과거 행복 네티즌 신경
비욕설,혐오,파열 놈임
욕설,혐오,재벌 학원 강사 따위 누가 질투 그것 때문 지금 경기 취업 등급 용접 노가다 노가다 씨발 누구 스타 강사 도하 씨발 말나 거지 미가
비욕설,일반_긍정,이석훈 김진호 노래
비욕설,일반_긍정,결혼
비욕설,일반_긍정,소녀시대 유리
비욕설,일반_긍정,딸아이 운동 입문 취미 바르게 주먹질
비욕설,일반_긍정,이완 맥그리거 줄알 이완
비욕설,섹슈얼,여자 남자 여자
비욕설,섹슈얼,명기 증명 명기 증명 시각 텐가 자극 적임 실제 느낌 명기 사용 세척 텐가 압도 실리콘 기름 취향 개인 텐가 추천 난중 살일 생각
비욕설,섹슈얼,발바닥 시간 동안 계속
비욕설,섹슈얼,자기 정액 크림파이
비욕설,섹슈얼,묵상 태임
비욕설,섹슈얼,조룬 관심 작고 꼬추
비욕설,혐오,한남 합의 학폭 빼애 애액 거리 남자 연예인 질투 한남
비욕설,섹슈얼,정상 아내 섹스
비욕설,혐오,패가망신
비욕설,섹슈얼,삼십 초반 섹스 축적 피부 촉감 데이터 데이터 비교 그동안 남자 피부 거지
비욕설,혐오,코로나 인간
비욕설,섹슈얼,야동 존내 박아 보고
비욕설,섹슈얼,사랑 처음 콘돔 콘돔 이번 그냥 계속 일부러 질내사정 여자친구 위로 타이밍 구라 깊이 현자 타임
욕설,혐오,빨갱이 새끼 중공군 벌이
비욕설,혐오,줌마 자기 연예인
비욕설,혐오,한남 변성기
비욕설,혐오,애미디졋
비욕설,일반_긍정,부모님 아빠 사람
비욕설,일반_긍정,양준 괜찬 던데 유튜브 뉴스 의아
비욕설,혐오,상관
비욕설,일반_긍정,하나경 고집 상처
비욕설,일반_긍정,평범 그닥 예상 스토리
욕설,혐오,병신 유튜브 전송 자막 자막 방송사 워터마크
비욕설,일반_긍정,목숨 가족 목숨 건강 거란 도움 먼저
비욕설,혐오,참나 기사 쓰레기 감빵 기사 대한민국 기자 표본 수준
비욕설,일반_긍정,오늘 박효섭 유하 내딸 나중 정은태 은수 내딸 드라마 주제 딸밍
비욕설,혐오,사람 세상 세상 숫자 종이 따위 둘리 볼때 매일 짜증 웃음 따위
비욕설,혐오,남자 파혼 여자 축복 거임 짐승 몰입 정신 병자
비욕설,섹슈얼,사람 구한 여기저기 발정 숫놈 쪽지 수십 모텔 쾌락 인생 얼마나 여자 보지 사람 구한
비욕설,일반_긍정,무조건 독감 유행 그냥 끼리 습시 정부 그냥
욕설,혐오,누가 좆소 직원 개좆 회사 거르 직원 화장실 청소 갑제
비욕설,일반_긍정,이용진 이름 처음 검색
비욕설,혐오,사장 똥꼬
비욕설,섹슈얼,여친 몰래 스폰 쌍방
비욕설,혐오,나발 장창 아치 두목 쯔쯔쯔
비욕설,섹슈얼,최지우 남편 첫날
욕설,혐오,모든 시골 시골 모든 사람 거기 장사 시골 사람 대부분 진짜 씨발 년놈 아주 마인드 여기 가게 마인드 배짱 존나
비욕설,일반_긍정,케미
비욕설,섹슈얼,
비욕설,일반_긍정,실검 떳길 우유 신제품 아오이 우유 누구
욕설,혐오,대한민국 계집 악플 먹듯 잘못 다른사람 전가 전혀 반성 안함 대한민국 계집
비욕설,일반_긍정,진영 원더걸스 재결합
비욕설,일반_긍정,아역 성인 변신
욕설,섹슈얼,흥분 기력 상태 존나 거리 젖꼭지 애무 혼자 계속 한번 섹스 베베 면서 존나 표현
비욕설,혐오,연예인 부모 사기꾼
비욕설,일반_긍정,순이 질투
비욕설,일반_긍정,승리 일단 마약
비욕설,섹슈얼,자지 튜닝
비욕설,혐오,악플 설리 최자
비욕설,혐오,
비욕설,일반_긍정,식당 대부분 저가 음식 요구 진상 가격 음식 대부분 그냥 매너 얼굴 여유 가게 실수 얼굴 본적 그냥
욕설,혐오,지금 씨발 어디 상식 병신
비욕설,일반_긍정,설리 최고 로해 모습
비욕설,섹슈얼,만원 섹스
비욕설,섹슈얼,당신 유부 상대방 유부 불륜 육체 관계
비욕설,일반_긍정,진심
비욕설,혐오,월급쟁이 천만원 밥값 발언 단체 풀발 소비
비욕설,일반_긍정,아대 진짜 줄알 이국주 생각 프로그램
비욕설,혐오,부모 범죄자 마닷 범죄자 인간
비욕설,혐오,재앙 사가
비욕설,혐오,김정훈 쓰레기
비욕설,일반_긍정,프로필사진
비욕설,일반_긍정,존예 이세영 박세영
욕설,섹슈얼,초저녁 무슨 섹스 타령 수색 퇴근
비욕설,일반_긍정,이제 형님
비욕설,섹슈얼,여자 결혼
비욕설,혐오,여자 문제 냄새
비욕설,일반_긍정,실제
비욕설,일반_긍정,셔누 피해
비욕설,혐오,기사 음모론 새끼 성노예 자극 얘기 진짜 새끼
비욕설,일반_긍정,팬덤 김호중 수도 음반 정도 손소독제 기부 코로나 장학금 기부 기억 영향력 우리엄마 활짝 김호중 가수 응원
비욕설,일반_긍정,알콩달콩 아아 커플
비욕설,혐오,한국 이번 주예지 한마디 인성 모두 저년 이기
욕설,혐오,거기 박씨 신혜선 박씨 밥상 숟가락 하나 도둑 병신
비욕설,섹슈얼,건장 침대시트 연기 진짜 물이 애가 철퍽철퍽 정도
욕설,혐오,버러지
욕설,혐오,뽀뽀 울면 또한 친척 동생 애가 동방신기 씨발
비욕설,일반_긍정,타투 이후 이미지 흠집 계속
비욕설,일반_긍정,이다해 예전 눈물 하나 진짜
욕설,혐오,출근 인간 만날 생각 벌써 걱정
비욕설,일반_긍정,윤종신 사랑
비욕설,혐오,얼굴 넓이 축구
욕설,혐오,엠생 오타쿠 일뽕좆 병신 인생 좆망 분토 진짜 감정 쓰레기통 전락
비욕설,일반_긍정,기엽다 증말
비욕설,일반_긍정,한고은 동상 이몽 이후 예능 보이 화이팅
비욕설,혐오,이소연 다시 결혼 누가 먹기 인간 심리
비욕설,섹슈얼,학원 선생 후배 연재 선생 보고 일석이조 후배 보고
비욕설,섹슈얼,그냥 플렉스 쪽쪽
비욕설,일반_긍정,장미희 유동근 목소리 옛날 영화
욕설,혐오,헬스장 다방 오픈 빨일때 팔면 잠적 새끼
비욕설,일반_긍정,고위 공직자 정부 부처 자녀 접종 공개
비욕설,일반_긍정,진짜 여자
비욕설,일반_긍정,아기 돼지 형제
비욕설,일반_긍정,신성록 연기 캐릭터 보고 신성록 배우 연기 연기 드라마 회보 도저히 신성록 인성 연기 짝짝
욕설,섹슈얼,그게 로마
비욕설,일반_긍정,유연석 자꾸 발음 지고 김혜수
비욕설,혐오,갑자기 난리 친구 일평생 여자 본적
비욕설,일반_긍정,김지석 홍진영 자매 이해 불가 보기 보기 홍선영 모습 계속
비욕설,섹슈얼,농담 매일 정액
비욕설,혐오,짐애 생기 기도 힘들겄다 연예인
비욕설,일반_긍정,우리 아이유 운전 윤아
비욕설,섹슈얼,섹스 좀더 애무 시간 체위 다시 애무 삽입 단순 섹스 타임
욕설,혐오,
비욕설,일반_긍정,유병재 호감
비욕설,혐오,새내기 매장 육갑 진짜 사람 아이돌 일진 출신 걔네 전부 일반인 오빠 부터 매장
비욕설,혐오,석유 나라 위엄 바로 저런 선진국 나라 일부 새끼 독점 차도르 전쟁
비욕설,일반_긍정,김충재 연예인
욕설,섹슈얼,원래 년놈 년놈
비욕설,일반_긍정,축하 공효진 연기
비욕설,섹슈얼,조건 자주 만난 여자 섹스 역시 조건 눈치 먼저 짠지 남자 콘돔 사정 자기 기분 억지 요즘 섹스 정말 섹파 조건
비욕설,혐오,배기 진짜
욕설,혐오,부작용
비욕설,일반_긍정,한국 마동석 유승준 국내 입국 허용 연예 활동 비상 제재
비욕설,혐오,
비욕설,일반_긍정,진짜 이제 퇴근 어디가 놀방 구장 씨방 어디 어디
비욕설,일반_긍정,버마
비욕설,혐오,
비욕설,혐오,여자 그냥 얼굴 감정 절대로 남자 여자 얼굴 절대로 포기
비욕설,일반_긍정,클라라 한국 예능 프로그램 드라마 제발 자주
욕설,혐오,하나 군대 당나라 만드 추미애
비욕설,일반_긍정,정말 항상 존경 응원 조의 여왕 정말 최고 사랑 언니
욕설,혐오,지랄 풍년
비욕설,일반_긍정,사람 전생 도깨비 도깨비 신부 운명 사랑 응원 모습 보기
비욕설,일반_긍정,점점 재미
비욕설,혐오,빨갱이 모조리 대가리 박살 내자
비욕설,혐오,흡연 음주 좃같
비욕설,일반_긍정,내딸
비욕설,혐오,화산
비욕설,혐오,중국말 신년 얼마 중국 호구 결론 부터 하자 세상
비욕설,일반_긍정,영재
비욕설,섹슈얼,마지막 자지
욕설,혐오,본인 험담 어쩌고 새끼 차단 차단 쌍놈 대화 자신 저런 병신 소리
비욕설,혐오,배기 커브 소리 정신 리하
비욕설,일반_긍정,성현아 성장기 여신 마셈
비욕설,혐오,정말 보기
비욕설,일반_긍정,역시 백마 판타지
비욕설,일반_긍정,정준
비욕설,혐오,우리나라 삐쩍꼬른 여자 인물 한국 여자 국적 문제
비욕설,일반_긍정,호란 이제 면허 자녀
비욕설,혐오,지금 부류 자칭 기술 착각 노가다 가축
비욕설,일반_긍정,진짜 정도
비욕설,혐오,녹음 직장 고해 요즘 어플 신고 무조 녹음 증거 대신 익명 신고 워낙 바닥 누가 신고 한지 금방 음성 신고
비욕설,섹슈얼,가운데 여자 크기 크기 비례 자만
비욕설,일반_긍정,손담비 나혼 고정 매력 넘침
비욕설,일반_긍정,송중기
비욕설,섹슈얼,여자애 보빨 해도 증상 저번 아로마 타이 입술 염증 생기 헤르페스 짜증
비욕설,일반_긍정,오달수
비욕설,일반_긍정,오늘 미국 시간 처음 몹시 주신 목소리 생각 인물 조수미 사람 맘속 주신 목소리 목소리 관리 목소리
비욕설,일반_긍정,헐리웃 스타 월드 단어 이해 똥폼 가오 본인 이미지 생각 안함
욕설,혐오,느검
비욕설,섹슈얼,일단 비뇨기 처방 부레 어제 어제 여자 상상 계속 발기
비욕설,일반_긍정,조리 브라운관 다시
비욕설,일반_긍정,손현주 사회 자체 영광
비욕설,혐오,나라
비욕설,일반_긍정,외모
비욕설,일반_긍정,박한별
비욕설,일반_긍정,예술가 사랑 응원
욕설,혐오,차단 지랄 아주 쌍아
비욕설,섹슈얼,하타 유이 유륜 두께 하나 유륜 두께 얼맙니꽈
비욕설,일반_긍정,역시 오늘 엔딩 맛집
비욕설,섹슈얼,섹스 한번 몸매 존나 진짜 진짜 몸매 야동 자세 맘껏 완전 순종 오늘 팬티 브라 원피스 모텔 고함 긴담 한번 한번 침대 나치 존나 몸매 생각 제발 오늘 성사
비욕설,혐오,요즘 이혼 아주 벼슬 여기 아마 이상아 황은정 여자 남자 입장 남탓 여자 피해 인생 성공
비욕설,일반_긍정,상화
비욕설,섹슈얼,나이 진짜 차선
비욕설,혐오,돼지 핑계
비욕설,일반_긍정,몸무게
비욕설,일반_긍정,매일 스푼 진짜 정력 변비 장기 능이 마비 정량 소량 던데 효과
비욕설,혐오,역시 쪽바리 종이
비욕설,일반_긍정,솔지 하현우 기록
비욕설,일반_긍정,정세운 제일
비욕설,섹슈얼,소보 지지
욕설,혐오,대답 자라 븅신
비욕설,혐오,자라
비욕설,혐오,미화 옛날 축구 사람 탐욕
비욕설,일반_긍정,엄마 후회 윤정 당신 엄마
욕설,혐오,감방 거지 범죄자 된거 방구 황제 새끼 왜달 이재명 선거 무효 벌금 탄원서 제출 욕처 병신
욕설,혐오,아주 성격 지랄
욕설,혐오,우리나라 대체 나라 공산당 국가 야동 제작 나라 시발 진짜 무슨 조선시대 마냥
비욕설,일반_긍정,아빠
욕설,혐오,살인 전과 아닥해
비욕설,일반_긍정,제대로 교육 보기 미숙 일단 방송 이름 발전 무슨 소송 별로 갑질 보임
비욕설,혐오,대머리
비욕설,일반_긍정,허안나 진짜 예전 생각 축하
욕설,혐오,인간 씨발 진짜 보기 새끼
비욕설,일반_긍정,진짜 애가 고도 축복
욕설,혐오,빨갱이 새끼 븅신
비욕설,일반_긍정,축하
비욕설,일반_긍정,
비욕설,혐오,아이돌 외모
비욕설,섹슈얼,페미 결혼 정복
비욕설,혐오,정신병
비욕설,일반_긍정,소식
비욕설,섹슈얼,초기 비용 발생 유지비 이전 소비 섹파 재미 보지
비욕설,일반_긍정,한예슬
비욕설,섹슈얼,이상화 허벅지 도리 덜덜
비욕설,일반_긍정,고마
욕설,혐오,니애미 김정은
비욕설,혐오,누구
비욕설,일반_긍정,예원
비욕설,일반_긍정,진짜 정유미
비욕설,혐오,글자 조합 라이 시벌
비욕설,혐오,인생 술집
욕설,혐오,세금 안내면 동사무소 프린트 새끼 월급 병신 새끼
비욕설,혐오,이참 보지 용접
비욕설,혐오,우리 메갈멧퇘지들
비욕설,섹슈얼,보지 대주 보지 트롤 때문 경우 보지
욕설,혐오,조재현 자식새끼
비욕설,혐오,재앙 정권 커넥션 폐쇄하
욕설,혐오,지랄 풍년 재앙 과거 사사건건 비거 아베 사단 여행객 지랄 아예 공항 폐쇄 뱃길
욕설,혐오,새끼 초딩
비욕설,섹슈얼,차라리 오피 추천 사창가 전통 시장 느낌 오피 뭔가 좀더 업그레이드 느낌
비욕설,일반_긍정,이나영 역시 저리 하나 안변 아이 감탄 내용 내일 다시 집중 스카이 캐슬 오늘 초집 미첬음
욕설,섹슈얼,그냥 강간 다음 감방 한번 요즘 감방 가면 존나 과시 컴퓨터 플스 혼자 하루 존나
욕설,혐오,태콩
비욕설,혐오,뚝배기 전시 찬성
비욕설,혐오,해도 진심 확인 질책 안보 다른 경로 씨엔블루 어차피 정용화 때문 그냥 평생 면상
비욕설,섹슈얼,방금 사진 보고 문득 생각 사실 유두 가슴 과연 가슴 사진 가슴 노출 사진 인터넷 음란물 거나 가슴 노출 대신 유두 노출
욕설,혐오,무슨 직렬 이세 근무 걱정 공직 사회 저런
욕설,혐오,전문가 병신 병신 질문
비욕설,혐오,이서진 노인 바보
비욕설,혐오,설리 뇬드
욕설,혐오,홍어
욕설,혐오,씨발 대가리 대문 씨발
비욕설,일반_긍정,연예인 투자 올인
비욕설,섹슈얼,텐가 명기 증명 추천
욕설,혐오,그냥 정신병 생각
비욕설,섹슈얼,분위기 무르익 문제 입구 손가락 이상 방법
